Fiscal Year,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Inbound/Outbound,Count of Seizure Events,Currency Seizures Amount (USD)
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,11,239925.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,11,258274.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,1,10713.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,2,60956.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,4,65515.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,1,0.13
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,3,42952.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,12,204895.5
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,15669.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,1,19638.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,10922.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,176.8
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,2,25709.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,50790.0
2022,SEP,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,3,42156.0
2022,SEP,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,1,8382.41
2022,SEP,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,1,20000.0
2022,SEP,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,6,130577.0
2022,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,2,21065.0
2022,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other,1,2331.0
2022,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,8,198853.0
2022,SEP,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,2,63449.0
2022,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,67,736793.0
2022,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,3,91888.0
2022,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,16,217446.99
2022,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,8,398581.0
2022,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,24,145947.0
2022,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other,1,361.26
2022,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,5,137665.52
2022,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,11,53323.0
2022,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,5,22416.0
2022,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,7,133694.0
2022,SEP,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,25362.0
2022,SEP,U.S. Border Patrol,Central/Coastal/Other,Other,RAMEY SECTOR,Other,1,2215.0
2022,SEP,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,2,6994.0
2022,SEP,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,2111.0
2022,SEP,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other,1,8401.0
2022,SEP,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,5,5899.1
2022,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,3,4121.0
2022,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,4,91632.0
2022,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,5,22104.0
2022,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,5,2097.0
2022,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,5,130103.0
2022,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,17,57293.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Other,1,255788.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,16457.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,5,137668.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,12118.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,18,376765.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,7,210148.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,5,165792.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,5,88273.76
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,2,79720.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,3,79581.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,6,159870.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,2,199455.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,2,940.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,176915.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,10,177028.5
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,3,57954.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,8190.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,2975.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,63234.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,2,773780.0
2023,APR,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,2,26395.0
2023,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,10109.47
2023,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,2,23167.0
2023,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Outbound,1,12843.64
2023,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,3,67805.0
2023,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,2,43436.0
2023,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,5,82467.0
2023,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,16,293363.0
2023,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,54,543528.0
2023,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,4,110019.89
2023,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,7,79499.0
2023,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other,1,68002.0
2023,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,8,418600.0
2023,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,12,42656.0
2023,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,16,403076.68
2023,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,7,29850.0
2023,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,7,198888.3
2023,APR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,2,42506.0
2023,APR,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,12101.0
2023,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,1,6520.52
2023,APR,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,1018.0
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,2,3521.28
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,16,160830.0
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,8,20247.0
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,3,8614.0
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,2,31087.0
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,3,4302.0
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,11,47890.0
2023,APR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,5,147883.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Other,2,328178.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,1,5000.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,5,104360.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,12,273918.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,7,107275.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,10,189034.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,1,18493.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,11716.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,6,90006.04
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,11,187991.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,3,615905.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Other,1,163500.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,7,134005.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,1555.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,2,25410.45
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,1,19423.0
2023,AUG,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,1,34043.97
2023,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,1,14093.13
2023,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,2,29955.0
2023,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,3,39213.34
2023,AUG,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,1,38683.66
2023,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,4,119065.0
2023,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,10,213383.83
2023,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,5,75844.0
2023,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,10,169462.0
2023,AUG,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,3,36638.0
2023,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,33,172446.0
2023,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,4401.0
2023,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,14,689600.36
2023,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,6,85104.0
2023,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,16,18550.0
2023,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,3,77568.93
2023,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,3,13541.0
2023,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,4,92664.0
2023,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,2,42285.0
2023,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,4,59942.0
2023,AUG,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,16120.0
2023,AUG,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,1,3000.0
2023,AUG,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other,1,1000.0
2023,AUG,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,1000.0
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,2,22235.0
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,2,3439.0
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,7,18051.0
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,2,21335.0
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,8,79366.0
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,3,5244.0
2023,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,3,32200.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Outbound,2,109743.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,4,96639.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,3,39589.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,7,138611.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,12,212273.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,14,345190.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,1,15709.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,1,10902.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,2,53856.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,2,41408.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,89300.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,145495.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,12,272336.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,2,37736.65
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,3,18652.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,36010.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,61536.0
2023,DEC,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,1,12462.0
2023,DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,1,10611.0
2023,DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,1,100415.7
2023,DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,4,138808.0
2023,DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,5,154095.0
2023,DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,6,117779.0
2023,DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other,1,69000.0
2023,DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,24,409462.05
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,52,403488.88
2023,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,3,24081.0
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,5,14687.79
2023,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,7,381713.0
2023,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,10,22493.0
2023,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,3,12580.0
2023,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,6,35226.0
2023,DEC,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,1,10961.0
2023,DEC,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,11930.0
2023,DEC,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,24164.0
2023,DEC,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,1,270.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,5102.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,5,125783.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,5,6453.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,1,5080.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,1.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,5,13024.0
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,4,6958.09
2023,DEC,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,1,2249.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Outbound,1,38500.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,25254.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Other,1,10000.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,8,155588.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,3,54938.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,16,295539.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,7,148753.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,5,108356.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,4,74580.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,2,45367.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,3,61300.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,51.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,82771.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,15,226614.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,3,70720.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,2,147845.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,23000.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,4150.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,2,48783.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,2260.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,1,13257.0
2023,FEB,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,1,15637.0
2023,FEB,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,1,7520.0
2023,FEB,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,2,63928.11
2023,FEB,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,2,30157.0
2023,FEB,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,17,262106.0
2023,FEB,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,77,494779.56
2023,FEB,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,5,134330.0
2023,FEB,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,7,32749.0
2023,FEB,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,8,177850.0
2023,FEB,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,24,136017.0
2023,FEB,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,9,222555.84
2023,FEB,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,7,14706.0
2023,FEB,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,3,28442.97
2023,FEB,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,10677.0
2023,FEB,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,4,12880.0
2023,FEB,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,1,7620.0
2023,FEB,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,2,5365.36
2023,FEB,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,859.0
2023,FEB,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other,1,4000.0
2023,FEB,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,1,713.0
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,1905.0
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,96.34
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,5,982603.0
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,10,22651.45
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,1,6024.0
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,2,6918.0
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,6,30389.0
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,5,18861.0
2023,FEB,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,10,183968.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,2,15917.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Outbound,6,59280.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,13,475111.11
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,2,92669.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,18,361208.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,12,221677.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,12,221363.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,2,210522.53
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,24617.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,4,117445.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Outbound,1,110200.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,2,33834.38
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,17,554890.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,4,106147.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,1,31267.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,2,30100.0
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,200.0
